PaperId,Abstract
4b79ca420b79b37785d6c8ce9b6aff6cac6929c8,"[...]theories of place and land guide Leilani Sabzalian's essay on centering Indigenous perspectives in research and praxis related to transnational childhoods. In ""A Study of Middle School Students' Online Credibility Assessments: Challenges and Possibilities"" by Angela M. Kohnen, Gillian E. Mertens, Kara Dawson, John Hampton, and Danling Fu, the authors illustrate the constraints and opportunities confronting student readers in our densely networked age. [...]in ""Freedom Dreaming in a Broken World: The Black Radical Imagination in Black Girls' Science Fiction Stories,"" S. R. Toliver centers the brilliance of Black children more broadly, and Black girls in particular. Drawing on a larger narrative inquiry project exploring how Black girls utilize storytelling to address social in/justice, the study builds upon the Black Radical Imagination as well as Critical Race English Education to show how three Black middle school girls used science fiction writing to imagine more just futures."
56bbb039ff48cab295ea7670475a9db4652bd72d,"Mentoring provides a chance for both personal and professional development in mentee and mentor.  It has previously been suggested that mentoring involves an integrated approach combining four development constructs consisting of coaching, counselling, networking/facilitation, and guardianship. The aim of this case study was to explore the case for a mentored mentoring continuum when compared with the usual dyadic or group mentoring approaches.  This study was conducted through mentoring, discussion and development of ideas with a group of four people working in Cork Institute of Technology, Ireland, during 2017: a mentoring guide, senior mentor, mentor also acting as mentee and second mentee.  Nine structured meetings were held, which included both an agreed agenda and a recording of minutes, and which were reviewed and agreed by mentors/mentees.  Informal and unstructured meetings were also held throughout the period. Meetings were mentee and mentor driven, variously.  The case study consisted of an exploration of the aspects of a mentored mentoring continuum that was reported to have facilitated enhanced and continuous professional and personal development in all participants.  A comparison of this proposed method with the traditional dyadic model of mentoring is presented.  We contend that there is increased support for mentors and mentees within the mentored mentoring model, that the potential for learning is greater than with the dyadic model.  We suggest that mentor training is vital, and that while mentoring may be time-consuming, we agree with the findings of others that the mentors benefit as much from mentoring relationships as do the mentees."
63a8f4cfaea4d7a1fc3e5094ea1805ca40689055,
adb0eb359396112fe229832b044611318dd77aaa,"While there exists a substantial body of literature on community-university partnerships, there is a notable absence of community perspective in the literature. The purpose of this study is to examine the experiences and perspectives of community members involved in a university– community partnership that developed a social justice and alternative placement program for Bachelor of Education students enrolled at a Southern Ontario University. Despite being formed with the best of intentions, authentic university-community partnerships are complex entities and are often very difficult to achieve. This study looks at the important benefits as well as significant challenges for the community partners, and how the complexity of the universitycommunity partnership grows with the numbers of partners involved (multiple community partners in the case of my research). The experiences of the community partners are expressed through the interviews I conducted with participants. In my study, as in the case of many practitioner research studies, uncovering important knowledge about social and political issues starts from the local (community partner) perspective. This research study is meant to be a possible guide for those who wish to undertake similar work. It is my intention that the research"
ea2890d074bfd55fcde5dc81ef94b31f278fc26c,"In 2004 Wright et al. issued a challenge to sociologists, to examine ‘the effect of the structure of the academy on teaching and learning outcomes’ (2004: 155). In this paper I take up this challenge, beginning with a short overview of the changing Irish higher education context, highlighting three macro level changes that currently impact on teaching sociology in Ireland. I argue that such a structural lens is essential to our understanding of the meso (institutional and disciplinary) levels of teaching sociology. I argue a nascent ‘teaching and learning movement’ in Irish sociology may be emerging. A number of factors that have facilitated this are identified. However even a quick glance at Irish higher education also reveals contradictions and conflicts which threaten this movement before it is even established, including worsening staff-student ratios, increased casualisation of teaching and the neo-liberal turn. The paper concludes with a call for more sociologically informed work both on teaching and learning in Irish higher education, and on teaching sociology. This would enable more informed involvement in critical debates around teaching excellence at the national and institutional levels. It would also make public pedagogies currently in use for teaching sociology in Ireland."
6b1e5fd264b130f3e44e2f9db01c826b0ddc4b70,"In this study we explore how absence from sociology classes is understood by undergraduate students at University College Dublin. The authors use Scott and Lyman’s (1968) concept of accounts to explore absence sociologically. Drawing on data generated via focus groups, an open-ended questionnaire, and an online survey with students, we outline the different excuses and justifications for missing classes used by students and present their understanding of attendance at classes as an optional feature of student life. Individual students’ attendance differed across courses, throwing doubt on the usefulness of individual-level frameworks for understanding attendance. We argue that decisions to attend are influenced by a variety of contextual issues, including knowledge of legitimate accounts for the setting, pedagogic approaches in use, and students’ perceptions of the usefulness of classes. We conclude that to counter the trend of declining attendance and enhance student learning, it is important to better understand how both local norms, values, curriculum design, and assessment practices combine to facilitate students’ absences. Focusing on accounts allows us to better understand student absence rather than accepting this as an inevitable feature of contemporary student behavior about which nothing much can be done."
71dff824d95a4a2a115ffe60f7f2c1d6f472f091,"12th Annual Conference of the International Society for the Scholarship of Teaching and Learning, Melbourne, Australia, 27 - 30 October, 2015"
e45ea673dfa4957c3b2e9072bc4d305c3847e5db,"Title Mapping Existing Research Output Focused on Higher Education Teaching and Learning in Ireland 1990-2015 Authors(s) O'Sullivan, Sara; Gibney, Amanda; Guerin, Suzanne; Staunton, Michael; Kalaitzake, Manolis Publication date 2015-06 Publisher National Forum Link to online version http://www.teachingandlearning.ie/wp-content/uploads/2015/07/Project-5-Mapping-Existing-Research-Output.pdf Item record/more information http://hdl.handle.net/10197/6860"
abf003ab722f007c8cb4eb48c94e086e9483ae8b,
4b87634ef007796ca9c868be1cac92378e9c1e9f,"It can be argued that the Irish workforce has been revolutionised over the past 25 years, as married women entered the world of paid work in increasing numbers, bolstering the female participation rate. There have also been changes in gender roles and gender role attitudes over the period. This review will present sociological research analysing this major social change, including research that places the Irish case in a comparative European and international context. The review will mirror the main foci of the field, paying particular attention to research on gender role attitudes, occupational segregation and unpaid work. The gendering of the Irish workforce has been a complex and uneven process, involving continuities as well as changes. Overall, the sexual division of labour remains a key feature of paid and unpaid work in Ireland, and the concept has considerable explanatory power in relation to persistent gender inequalities."
cbdde42a6ae1662369d3153ee6dca1dfe7708b59,
16b8c3b3cbd871734710ae2b047d8bd4c1596051,
36c571c48c2103caa0819022357fe66ab738f9d6,"This article reports on an Irish study that examines the teaching of large, introductory-level sociology courses at a research-intensive university. The study’s aim was to ameliorate some of the problems associated with large classes by applying key lessons from the U.S. literature to an Irish setting. Overall, the initiative was successful; attendance improved, student evaluations were positive, and the numbers of students continuing with sociology increased. The study illustrates that these lessons can be applied successfully in countries with a broadly similar sociology curriculum and suggests that there is scope to extend what Howard (2010) calls “the teaching and learning movement in sociology” beyond the United States. The results indicate that simple changes lead to gains in student learning. There is therefore a value in sociologists exploring the transferability of other techniques that may be applicable to the Irish classroom."
e7735bc0d08370d0c13b8af400015a791d416875,
040748ae3da52232148a59ad209e4b5d96bc32b2,
1a673eb2a03b99636598ab4e9d7383a4567b661f,
560be73023b7aa88b819fc0467f6c83a9867a665,
90a08cc437ceff3ab9b43701513d70a6b9dbada0,
eafc9fdf6568a9760540ec8c56707eae672fe142,"Introduction, Sara O'Sullivan Section I Contours of a changing Ireland 1 Population, Tony Fahey 2 Immigration, Steven Loyal 3 Mobility, James Wickham Section II Institutions, 4 Individualisation and secularisation in Catholic Ireland, Tom Inglis 5 Family, Betty Hilliard 6 Education, Patrick Clancy 7 Crime and policing in the Republic, Aogan Mulcahy 8 sport, Katie Liston 9 Media, Ciaran McCullagh Section III Governance, 10 The peace process in Northern Ireland, Colin Coulter and Peter Shirlow 11 Power and powerlessness, Mark Haugaard and Kevin Ryan 12 The environment and civil society, Mary Kelly Section IV Economy, development and the Celtic Tiger 13 Ireland and Economic Globalisation, Kieran Allen 14 Work, Sean O Riain and Peter Murray 15 Gender and the workforce, Sara O'Sullivan 16 Food and rural sustainable development in Ireland, Hilary Tovey Section V Class, equality and inequality 17 Class in the Republic, Ronnie Munck 18 Class in Northern Ireland, Goretti Horgan 19 Housing, Michael Punch Section VI Identity, diversity and culture 20 Identity, language and nationality, Iarfhlaith Watson 21 Catholic habitus and identity in Northern Ireland, Patricia Lundy and Mark McGovern 22 Protestants and Protestant habitus in Northern Ireland, Ronnie Moore 23 Race and sectarianism in Northern Ireland, Robbie McVeigh Notes References Index."
a1d630fbd8795c84cdfa40312beb602241404511,"This paper begins with a brief discussion of existing research on the radio audience in order to chart the background and context for this discussion. We then move on to discuss the fi ndings of two small qualitative audience studies, offering some insights into the way listening is woven into people’s daily routines and its meaning for their imaginative lives and sense of self. The advantages of, and the case for more qualitative research on radio audiences are outlined. There is a lot of work still to be done in this area and many questions left unanswered. We still know too little about how radio audiences understand the medium i.e. what audiences do with radio. Studies of the experience of listening to the BBC radio drama and an Irish talk show provide an insight into this largely unexplored area of radio research. Listeners to both genres were found to belong to the active audience. Similarities and differences in modes of listening and levels of engagement will be outlined. Following"
7dd7be7255a31646d5d2b41d808c96a1c56a03e6,"This article focuses on callers’ experiences of participating on a tabloid talk radio show. The performative dimension of calling was found to be central. This is an aspect of participation on talk radio shows that has been largely neglected by previous studies. Callers have concerns about how they manage their self-presentation on-air. They are aware of both the host and the listening audience, and try to control the impression they ‘give off’. Callers to The Gerry Ryan Show are central players who, together with the host and the production team, contribute to the staging of debate in this on-air forum. Concerns about performance were found to be secondary for those who rang the show with a problem. These callers tended to prioritize instrumental goals such as problem-solving or support-seeking."
b7923455a8ce52b99cf356e643f29126a3d9ef7e,
1a55dab97988dcb5fd553c95c88f684a13694e6a,"Compares the career experiences of women managers who are members of the family that owns the organization and women managers who are not. Results of a survey show “women family managers” enjoy increased status, job security and flexibility. Many are able to take advantage of this flexibility to combine child rearing and career roles. “Non‐family women managers” perceive themselves as competitive and independent people, they have better academic qualifications and are less likely to be married and have children. However, both groups are unenthusiastic about their training, mentors and personal contacts and consider that career progress is easier for men. In general, all women managers feel they lack power and opportunities to make progress."
f113a31359a04842c25b2f5373efc1518f572b32,
2cde2f3dca13b83b0e7cb1dfe77bea2fdfb69be0,
9a9f5393308d45c58e8713f96e2b74e6c707a769,
25bfa5b0d25ec2de628cb5686d0e26abef3a31b9,
a8e1f454cf0dd7ef538b99192a642e68553f4e8d,
646939b7292d4cd60f8e1de263d56c5349b2a867,"In Malawi, Africa, the median age at first marriage is among the lowest on the continent and adolescent fertility rates are among the highest. Using high-frequency panel data from the country designed to follow single women and men into marriage, we examine the extent to which premarital fertility is associated with the timing of marriage. Two notable findings emerge. First, premarital fertility typically leads to a more rapid transition into marriage, compared to not having had a premarital conception or birth, and this effect is as strong for men as it is for women. Second, among women with premarital fertility, those who are wealthier, and those who have two parents alive, have lower odds of not marrying. Among men with premarital fertility, however, no patterns predict their subsequent marital outcomes. This study contributes to the literature on fertility and marriage in sub-Saharan Africa by including men in the analysis."
2cfa864ef580f0faea1b8d1ad2a42e5c9ad0d18c,
471a86a69aaf4dfa05269fdf7dd71de1ccd4dc23,"This Jobs Solutions Note identifies practical solutions for development practitioners to design and implement skills training programs that improve outcomes for women. Based on curated knowledge and evidence for a specific topic and relevant to jobs, the Jobs Solutions Notes are not intended to be exhaustive; they provide key lessons, solutions and approaches synthesized from the experiences of the World Bank Group and partners. This Note draws on rigorous evidence stemming from impact evaluations, systematic reviews, meta-analyses, and mixed-methods. The Note focuses on adaptations to address supply-side constraints, while acknowledging the importance of demand-side factors in influencing returns to skills training and labor market outcomes."
f46ccd090b4d813024ad79c9aca5c1fb14b45f28,
7810b2f2451e23d083af307c7bdd3b75d60110eb,
0fd9d98287fde56280aa059552b7cf2bfd8120c2,"While self-assessments of welfare have become popular for measuring poverty and estimating welfare effects, the methods can be deceptive given systematic heterogeneity in respondents’ scales. Little is known about this problem. We study scale heterogeneity using specially designed surveys in three countries: Tajikistan, Guatemala, and Tanzania. Respondents were asked to score stylized vignettes, as well as their own household. Diverse scales are in evidence, casting considerable doubt on the meaning of widely used summary measures such as subjective poverty rates. Nonetheless, under our identifying assumptions, only small biases are induced in the coefficients on widely used regressors for subjective poverty and welfare."
969b724d32eeb9e55c7f410354773fd8b1c197e0,
47fcbac70bf3f7ddd0e5716cd8b1862149cf18d5,"For young adults living in countries with AIDS epidemics, getting an HIV test may influence near-term decisions, such as when to leave school, when to marry, and when to have a first child. These behaviors, which define the transition from adolescence to adulthood, have long-term implications for well-being and directly affect a person’s risk of contracting HIV. Using an experimental design embedded in a panel survey from Malawi, this study assesses how HIV voluntary counseling and testing of young adults affects these decisions. The results show a negligible intent-to-treat effect of HIV testing on behaviors. There is some suggestive evidence, however, of a differential response by wealth and by prior beliefs about one’s HIV status."
601b292ae27f04011ed09db03f78d4f97fd79246,
a729515392822603e994772aa202318cfcd9de6d,"While self-assessments of welfare have become popular for measuring poverty and estimating welfare effects, the methods can be deceptive given systematic heterogeneity in respondents'scales. Little is known about this problem. This study uses specially-designed surveys in three countries, Tajikistan, Guatemala, and Tanzania, to study scale heterogeneity. Respondents were asked to score stylized vignettes, as well as their own household. Diverse scales are in evidence, casting considerable doubt on the meaning of widely-used summary measures such as subjective poverty rates. Nonetheless, under the identifying assumptions of the study, only small biases are induced in the coefficients on widely-used regressors for subjective poverty and welfare."
1e464db49faa5b8c2f703b783ab84c64c50b5991,"HIV/AIDS is drastically changing the demographic landscape in high-prevalence countries in Africa. The prime-age adult population bears the majority of the mortality burden, and these “missing” prime-age adults have implications for the socioeconomic well-being of surviving family members. This study uses a 13-year panel from Tanzania to examine the impacts of prime-age mortality on the time use and health outcomes of older adults, with a focus on long-run impacts and gender dimensions. Prime-age deaths are weakly associated with increases in working hours of older women when the deceased adult was coresident in the household. The association is strongest when the deceased adult was living with the elderly individual at the time of death and for deaths in the distant past, suggesting that shorter-run studies may not capture the full extent of the consequences of adult mortality for survivors. Holding more assets seems to buffer older adults from having to work more after these shocks. Most health indicators are not worse for older adults when a prime-age household member has died, although more distant adult deaths are associated with an increased probability of acute illness for the surviving elderly. For deaths of children who were not residing with their parents at baseline, the findings show no impact on hours worked or health outcomes."
511d81256dbb0440cf2fffde5574df85e4e745d4,
57eaac9e56cd9814ea0592733ab141388358ae22,"This article investigates the relationship among major life events, household characteristics, and migration among adolescents and young adults in contemporary Malawi. Two main questions are investigated: What are the socioeconomic and demographic determinants of migration? and How do schooling, first marriage, and work relate to migration patterns? The study uses panel data collected from a survey designed specifically to explore socioeconomic and demographic aspects of youths’ transitions to adulthood. Respondents were tracked when they moved. Moves are not uncommon, and the predominant reasons for moves are noneconomic. Although historically ethnic traditions in this area have held that girls and women usually do not move upon marrying, young women are now more likely to move than young men, with marriage being a main reason for doing so. Closer ties to the head of the household are associated with less movement for both women and men."
f88b8d687ef0f5decec3cbe4262e4afcdb7b9b54,"This article examines the relationship between female schooling and two behaviors— cumulative fertility and contraceptive use—in fourteen Sub-Saharan African countries where Demographic and Health Surveys (DHS) have been conducted since the mid-1980s. Average levels of schooling among women of reproductive age are very low, from less than two years to six. Controlling for background variables, the last years of female primary schooling have a negative relation with fertility in about half the countries, while secondary schooling is associated with substantially lower fertility in all countries. Female schooling has a positive relationship with contraceptive use at all levels. Among ever-married women, husband's schooling exerts a smaller effect than does female schooling on contraceptive use and, in almost all cases, on fertility. Although the results suggest commonalities among these Sub-Saharan countries, they also reveal intriguing international differences in the impact of female schooling, which migh..."
410fae656b23035a661c1622d672df567fc0dbe6,
9bf2dea84c192fcf255a9ea67f3b4a034ec1a249,"This chapter estimates the negative effect of smoking on earnings in the context of a developing country. Using data from the 2005 Albania Living Standards Measurement Survey, models are estimated by parametric and semi-parametric methods to account for the effect of observable and unobservable characteristics that could affect individual smoking decisions and earnings. Information on the smoking behaviour of parents is used to address the endogeneity of the smoking decision. The results show that, after controlling for observed individual characteristics and parental education and taking into account unobserved heterogeneity in personal characteristics, smoking is found to have a substantial negative impact on earnings. The main results are robust to a range of alternative specifications. On average, smokers’ earnings are 19–23 percent lower than the earnings of similar non-smokers."
7b9d4eeafbab4844346dca6309a5edfc44dfb4b3,"Labor market statistics are critical for assessing and understanding economic development. However, widespread variation exists in how labor statistics are collected in household surveys. This paper analyzes the effects of alternative survey design on employment statistics by implementing a randomized survey experiment in Tanzania. Two features of the survey design are assessed – the level of detail of the employment questions and the type of respondent. It turns out that both features have relevant and statistically significant effects on employment statistics. Using a short labor module without screening questions induces many individuals to adopt a broad definition of employment, incorrectly including domestic duties. But after reclassifying those in domestic work as ‘not working’ in order to obtain the correct ILO classification, the short module turns out to generate lower female employment rates, higher working hours for both men and women who are employed, and lower rates of wage employment than th..."
e733726909fca9dcc3f36a2703e8540a52628ba8,
20471c44799164bec3cff846a93dd7de323e769f,
2f4cf7b5e312b8bdc06ee3fd19c8611f83e2181e,"Past research has found that subjective questions about an individuals'economic status do not correspond closely to measures of economic welfare based on household income or consumption. Survey respondents undoubtedly hold diverse ideas about what it means to be""poor""or""rich.""Further, this heterogeneity may be correlated with other characteristics, including welfare, leading to frame-of-reference bias. To test for this bias, vignettes were added to a nationally representative survey of Tajikistan, in which survey respondents rank the economic status of the theoretical vignette households, as well as their own. The vignette rankings are used to reveal the respondent's own scale. The findings indicate that respondents hold diverse scales in assessing their welfare, but that there is little bias in either the economic gradient of subjective welfare or most other coefficients on covariates of interest. These results provide a firmer foundation for standard survey methods and regression specifications for subjective welfare data."
ee9294eeb2ae1456f4c29cf47bb34666681d5cf9,"Despite the importance of agriculture to economic development, and a vast accompanying literature on the subject, little research has been done on the quality of the underlying data. Due to survey logistics, agricultural data is usually collected by asking respondents to recall the details of events occurring during past agricultural seasons that took place a number of months prior to the interview. This gap can lead to recall bias in reported data on agricultural activities. The problem is further complicated when interviews are conducted over the course of several months, thus leading to recall of variable length. To test for such recall bias, the number of months between harvest and interview is examined for three African countries with respect to several common agricultural input and harvest measures. The analysis shows little evidence of a bias impacting data quality. There is some indication that more salient events are less subject to recall decay. Overall, the results allay some concerns about the data quality of some types of agricultural data collected through recall over lengthy periods; but, further research in different contexts is needed."
8f615d50f02b6a3a6103579b50f23b5024318845,"This paper exploits a unique longitudinal data set from Tanzania to examine the consequences of child labor on education, employment choices, and marital status over a 10-year horizon. Shocks to crop production and rainfall are used as instrumental variables for child labor. For boys, the findings show that a one-standard-deviation (5.7 hour) increase in child labor leads 10 years later to a loss of approximately one year of schooling and to a substantial increase in the likelihood of farming and of marrying at a younger age. Strikingly, there are no significant effects on education for girls, but there is a significant increase in the likelihood of marrying young. The findings also show that crop shocks lead to an increase in agricultural work for boys and instead lead to an increase in chore hours for girls. The results are consistent with education being a lower priority for girls and/or with chores causing less disruption for education than agricultural work. The increased chore hours could also account for the results on marriage for girls."
009ea01da6b37d19b7695cb01821cc9c9bacc106,Adult mortality due to HIV/AIDS and other diseases is posited to affect children through a number of pathways. On top of health and education outcomes adult mortality can have significant effects on children by influencing demographic outcomes including the timing of marriage. This paper examines marriage outcomes for a sample of children interviewed in Tanzania in the early 1990s and re-interviewed in 2004. We find that while girls who became paternal orphans married at significantly younger ages orphanhood had little effect on boys. On the other hand non-parental deaths in the household affect the timing of marriage for boys. (authors)
6a24cd0ab7940ad868a198e46be12f3b0928dd2b,"Adult mortality due to HIV/AIDS and other diseases is posited to affect children through a number of pathways. On top of health and education outcomes, adult mortality can have significant effects on children by influencing demographic outcomes including the timing of marriage. This paper examines marriage outcomes for a sample of children interviewed in Tanzania in the early 1990s and re-interviewed in 2004. We find that while girls who became paternal orphans married at significantly younger ages, orphanhood had little effect on boys. On the other hand, non-parental deaths in the household affect the timing of marriage for boys."
ce56d04354e43cbfbe22f066c66df17e388d2b04,"This paper presents unique evidence that orphanhood matters in the long-run for health and education outcomes, in a region of Northwestern Tanzania. We study a sample of 718 nonorphaned children surveyed in 1991-94, who were traced and reinterviewed as adults in 2004. A large proportion, 19 percent, lost one or more parents before the age of 15 in this period, allowing us to assess permanent health and education impacts of orphanhood. In the analysis, we can control for a wide range of child and adult characteristics before orphanhood, as well as community fixed effects. We find that maternal orphanhood has a permanent adverse impact of 2 cm of final height attainment and one year of educational attainment. Expressing welfare in terms of consumption expenditure, the result is a gap of 8.5 percent compared to similar children whose mother survived till at least their 15 birthday."
1325726e7e60cc934ed0f687d32ca45121a4ad86,"The Indonesia Family Life Survey is a continuing longitudinal socioeconomic and health survey of households, communities and the service providers in Indonesia. It is based on a random sample of households residing in 13 of the nation’s 26 provinces in 1993. These 13 provinces include about 83% of the population of Indonesia as of 1993. The survey collects data on individual respondents, their families, their households, the communities in which they live, and the health and education facilities they use. The IFLS data are unique in several ways, including the panel nature of the data, the depth of the questionnaires, and the collection of data from the communities in which households reside. The availability of facility data among the information collected from communities is the focus of this paper. The first wave (IFLS1 in 1993) was conducted on individuals living in 7,224 households (Frankenberg and Karoly, 1995). The IFLS2 sought to re-interview the same respondents four years later, including tracking respondents who had migrated from their 1993 (IFLS1) dwelling. This includes efforts to follow individuals who moved out of their previous household, such as young adult children moving away from parents. In the IFLS2, about 7,500 households were interviewed (Frankenberg and Thomas, 2000). 2 The IFLS3, was fielded in 2000 and resulted in a sample of over 10,000 households, again reflecting the protocol of tracking respondents who have split from the original households and formed new households (Strauss et al., 2004a). The IFLS contains a wealth of information collected at the individual and household level, including multiple indicators of economic well-being (consumption, income, and assets); education, migration, and labor market outcomes; marriage, fertility, and contraceptive use; health status, use of health care, and health insurance; relationships among coresident and non-coresident family members; processes underlying household decision-making; transfers among family members and inter-generational mobility; and participation in community activities. By simultaneously collecting data on a wide range of topics (as in the Living Standard Measurement Study surveys), the IFLS allows analyses of interrelated issues not possible in other single-purpose surveys. The data allows researchers to study the effects of 1 We thank Sumeet Bhatti for excellent research assistance."
157c45102fa70ea5e354ffa3f08fb813e424089f,
1a02f407b5afc01b375ae7094969d240e831472d,The ILO Better Factories Cambodia program has been monitoring garment factories in Cambodia since 2001. Despite improvements during that time there remain areas which require further investigation and clarification. This study was designed to provide more detailed data on critical issues identified but not fully covered in ILO factory monitoring reports that are of particular concern to women workers. The results of the survey should enable better policy and program responses on these issues to improve the well-being of women workers whilst improving productivity and quality. The study consisted of a survey designed to explore workers and managers knowledge attitudes and practices around a number of issues: health and nutrition breastfeeding and childcare personal security harassment including sexual harassment and workplace relations and dispute resolution. The survey instruments were designed following a series of Participatory Learning and Action (PLA) discussion sessions with workers and HR/admin managers. Following the survey the results of the survey were presented and discussed to obtain more detail and clarification in focus group discussions with workers and managers. A total of 981 workers and 80 HR/admin managers participated in the surveys. The key findings from the survey were presented at a consultative workshop attended by over 80 Cambodian and foreign representatives of unions factories employer organisations government NGOs and international organisations. The participants made several recommendations based on the main research findings which raise additional issues for policy and program development. (excerpt)
1e4057a10967440c7c0d78961526d32a53f10334,"Using Indonesian data, this paper evaluates the impact of school type on the academic achievement of junior secondary school students (grades 7–9). Public school graduates, after controlling for a wide variety of characteristics, score 0.17 to 0.3 standard deviations higher on the national exit exam than their privately schooled peers. This finding is robust to OLS, fixedeffects, and instrumental variable estimation strategies. Students attending Muslim private schools, including Madrassahs, fare no worse on average than students attending secular private schools. Our results provide indirect evidence that higher-quality inputs at public junior secondary schools promote higher test scores."
30dded747c9a6a0ff8d4addce70e5ba7f0e509c0,"Evidence for Malawi and other developing countries suggests the existence of labor shortages at the peak of the cropping season, with negative impacts on the ability of households to make the most of their endowments such as land. At the same time, for most of the year, there is substantial underemployment, especially in rural areas. It could therefore be argued that seasonality in the demand for labor is leading to both underemployment and labor shortages. This paper provides basic descriptive data from a 2004 nationally representative household survey to assess the typical workload of the population. The data confirm the presence of strong seasonality effects in the supply of labor, as well as substantial differences in workload between men and women due to the burden of domestic work, including the time spent for collecting water and wood."
3ef8db6dcfeae2b6dbd7de48fd28bfda0106cff2,
49e2243c17bac84c443e8418a59724a5faf5d73f,"The authors estimate the economic losses related to the negative effect of smoking on wages in a context of a developing country. Using data from the 2005 Albania Living Standards Monitoring Survey, they jointly estimate a system of three equations: the smoking decision and two separate wage equations for smokers and nonsmokers. The results show that, after controlling for observed characteristics and taking into account unobserved heterogeneity in personal characteristics, smoking has a substantial negative impact on wages. On average smokers' wages are 20 percent lower than the wages of similar nonsmokers, providing strong evidence for the potential policy relevance of tobacco control initiatives for developing countries."
